maskapai,asal,tujuan,tahun,penumpang,harga
rajawali,PKU,HLP,2017,79,1417070
water asia,BTO,SRG,2014,98,1811371
mataram,CGK,PDG,2014,78,1396396
mataram,JOG,UPG,2016,115,2190881
mataram,PKU,HLP,2016,63,1077041
water asia,PKU,DPS,2017,132,2534560
mataram,PKU,PDG,2016,63,1083771
macan,BDO,UPG,2014,61,1024194
rajawali,CGK,BTH,2017,130,3098490
mataram,BTO,UPG,2017,85,1545628
country link,JOG,HLP,2015,181,3570702
mataram,BDO,DPS,2014,166,3248320
mataram,JOG,HLP,2016,111,3988877
country link,KNO,SRG,2015,96,1793577
rajawali,CGK,HLP,2017,74,1310497
rajawali,KNO,BTH,2017,180,3563467
macan,CGK,UPG,2014,182,3597420
mataram,PKU,SRG,2014,194,3853070
water asia,PKU,DPS,2015,192,3803167
water asia,KNO,UPG,2017,87,1605877
rajawali,PKU,HLP,2015,151,2924293
mataram,KNO,SRG,2017,194,3854435
mataram,JOG,UPG,2016,108,2034032
country link,JOG,DPS,2016,118,2248331
mataram,CGK,UPG,2016,162,3175219
rajawali,BTO,BTH,2015,177,3495837
water asia,CGK,DPS,2017,124,2378824
water asia,CGK,SRG,2015,165,3227000
rajawali,PKU,DPS,2016,137,1719388
macan,BDO,DPS,2016,86,1570007
water asia,JOG,HLP,2016,186,3680550
rajawali,KNO,PDG,2016,184,3651834
macan,KNO,BTH,2015,86,3506942
rajawali,PKU,BTH,2014,198,3939997
rajawali,BTO,PDG,2016,81,1469188
water asia,BTO,HLP,2016,149,2883061
rajawali,KNO,HLP,2014,84,1516478
mataram,KNO,DPS,2016,126,2409032
water asia,BTO,BTH,2015,184,3642167
rajawali,PKU,SRG,2014,172,3383370
water asia,CGK,SRG,2017,165,3241645
country link,CGK,BTH,2014,192,3811172
rajawali,PKU,UPG,2016,135,2597817
water asia,BTO,PDG,2016,63,1076789
water asia,PKU,BTH,2014,190,3824859
rajawali,JOG,UPG,2017,136,2624227
rajawali,BTO,SRG,2016,90,1654026
water asia,BTO,DPS,2017,91,1669712
water asia,PKU,UPG,2017,194,3849396
rajawali,PKU,BTH,2015,177,3480447
rajawali,BDO,SRG,2014,127,2441177
mataram,BDO,PDG,2016,69,1194411
water asia,BDO,BTH,2016,96,1782114
rajawali,BDO,HLP,2015,121,2320643
macan,BDO,HLP,2017,178,3510148
rajawali,CGK,PDG,2015,166,3252548
rajawali,BTO,BTH,2014,184,3638093
mataram,BTO,BTH,2014,173,3408303
rajawali,CGK,SRG,2015,89,1628496
country link,JOG,BTH,2015,61,1040458
rajawali,BTO,DPS,2017,186,3695108
mataram,PKU,PDG,2015,149,2894510
water asia,PKU,UPG,2015,128,2449883
water asia,BDO,BTH,2015,200,3997398
rajawali,BDO,PDG,2017,191,3795745
macan,JOG,HLP,2016,142,2732803
country link,JOG,HLP,2017,111,2108194
mataram,BDO,SRG,2014,69,1196674
country link,BDO,HLP,2017,157,3052011
rajawali,PKU,BTH,2016,86,1571706
macan,JOG,UPG,2017,173,3411857
water asia,CGK,BTH,2015,189,3746832
country link,BDO,HLP,2016,91,1667064
water asia,KNO,UPG,2017,138,2665259
macan,PKU,HLP,2015,167,3835384
country link,KNO,BTH,2015,126,2426669
macan,BTO,UPG,2014,178,3505778
macan,BTO,BTH,2016,82,1481736
country link,BDO,BTH,2016,138,2665025
country link,BDO,SRG,2016,98,1811648
country link,BTO,DPS,2015,197,3772458
country link,KNO,DPS,2014,64,1094685
mataram,PKU,SRG,2016,146,2815412
country link,CGK,HLP,2014,77,1858732
rajawali,CGK,UPG,2015,72,1268353
water asia,CGK,SRG,2015,176,3466096
mataram,PKU,DPS,2016,122,2329403
mataram,CGK,HLP,2014,67,1150258
country link,CGK,PDG,2015,133,2543074
country link,CGK,BTH,2017,100,1857722
rajawali,BTO,UPG,2014,129,2463737
mataram,BDO,PDG,2015,118,2248980
macan,CGK,DPS,2016,108,2029925
water asia,KNO,UPG,2016,83,3113186
mataram,JOG,HLP,2015,69,1215322
water asia,KNO,HLP,2014,92,1697644
macan,BTO,HLP,2017,144,2785317
macan,CGK,BTH,2016,174,3430064
water asia,KNO,DPS,2017,102,1894063
country link,CGK,SRG,2015,180,3558662
macan,BTO,UPG,2017,182,3603867
macan,BDO,UPG,2014,193,3827405
macan,BTO,SRG,2017,182,3587429
water asia,CGK,BTH,2015,129,2473564
macan,KNO,BTH,2014,86,1573589
mataram,BDO,SRG,2014,161,3144118
country link,BTO,HLP,2014,196,3890775
mataram,JOG,HLP,2014,159,3113565
water asia,PKU,BTH,2017,128,2452215
rajawali,BDO,UPG,2016,185,3679099
mataram,KNO,BTH,2017,181,3570494
macan,BDO,BTH,2016,179,3522264
rajawali,KNO,UPG,2014,131,2522409
mataram,JOG,PDG,2014,183,3606788
country link,JOG,PDG,2014,144,2779633
rajawali,JOG,HLP,2014,104,1946717
mataram,BDO,BTH,2014,146,2830015
country link,JOG,BTH,2017,133,2559000
country link,BDO,DPS,2016,93,1715413
water asia,PKU,DPS,2017,108,2029829
macan,CGK,SRG,2017,95,1773358
country link,CGK,UPG,2015,99,1843879
country link,KNO,HLP,2015,183,3620935
country link,JOG,BTH,2014,158,3077507
rajawali,KNO,BTH,2014,132,2540766
country link,CGK,SRG,2017,120,2296130
water asia,BDO,UPG,2016,62,3740489
mataram,JOG,HLP,2016,125,2400931
rajawali,PKU,DPS,2016,63,1080697
macan,JOG,DPS,2014,175,3456320
country link,KNO,HLP,2015,181,3566653
mataram,BDO,DPS,2017,192,3800442
country link,BTO,SRG,2016,131,2522432
mataram,KNO,PDG,2015,100,1862703
country link,KNO,HLP,2017,145,2799355
mataram,JOG,SRG,2015,62,1054204
country link,KNO,UPG,2017,106,1984008
country link,BDO,DPS,2016,191,3785634
water asia,JOG,UPG,2016,176,3473029
rajawali,BDO,BTH,2014,111,2110583
rajawali,BTO,BTH,2017,72,1263687
rajawali,BDO,HLP,2016,197,3912122
rajawali,JOG,HLP,2017,129,2466338
mataram,KNO,SRG,2016,111,2103781
rajawali,PKU,UPG,2017,149,2895360
rajawali,BDO,DPS,2017,130,2497259
macan,JOG,BTH,2014,156,3037896
water asia,KNO,PDG,2016,194,3848806
country link,CGK,UPG,2015,144,2770917
country link,JOG,PDG,2016,190,3773989
macan,JOG,BTH,2014,157,3053131
rajawali,BTO,HLP,2017,147,2849488
country link,CGK,HLP,2014,170,3353673
country link,CGK,SRG,2014,79,1419501
rajawali,PKU,PDG,2014,169,3315315
macan,CGK,UPG,2016,193,3822294
country link,PKU,DPS,2015,196,3888503
macan,CGK,SRG,2017,96,1784225
country link,KNO,HLP,2017,140,2688843
water asia,PKU,UPG,2017,112,2139461
macan,PKU,UPG,2015,78,1405314
water asia,KNO,DPS,2014,178,3514867
macan,PKU,DPS,2014,101,1878463
macan,BDO,HLP,2015,164,3222866
rajawali,KNO,BTH,2015,200,2191958
rajawali,BDO,UPG,2016,142,2736294
country link,BDO,UPG,2014,102,1905593
rajawali,BTO,HLP,2014,122,2337383
water asia,BTO,UPG,2017,107,1120280
country link,KNO,DPS,2014,122,2336867
rajawali,JOG,DPS,2016,141,2710354
mataram,KNO,DPS,2016,169,3315349
macan,BTO,HLP,2017,153,2975271
country link,KNO,PDG,2014,107,2021428
rajawali,KNO,BTH,2017,134,2581835
rajawali,CGK,UPG,2014,85,3114217
water asia,BTO,UPG,2016,122,2344497
mataram,JOG,DPS,2014,133,2553522
water asia,KNO,PDG,2017,166,3252135
country link,BDO,UPG,2015,61,1024623
water asia,KNO,UPG,2015,88,1620211
country link,BTO,DPS,2014,69,1210158
macan,BDO,BTH,2014,126,2420764
rajawali,CGK,PDG,2015,103,1931357
country link,JOG,DPS,2016,140,2699126
rajawali,BDO,SRG,2017,122,2346925
country link,KNO,PDG,2016,192,3805921
rajawali,BTO,BTH,2014,86,1568845
mataram,BTO,BTH,2017,88,1620436
macan,JOG,UPG,2017,121,2314407
mataram,CGK,HLP,2015,160,3133907
macan,PKU,UPG,2014,195,3867167
rajawali,BTO,SRG,2017,71,1243096
macan,KNO,DPS,2014,168,3290016
mataram,BTO,PDG,2016,183,3615452
water asia,KNO,SRG,2016,160,3133628
country link,BTO,DPS,2014,160,3117217
country link,BTO,PDG,2017,158,3083802
water asia,BTO,DPS,2016,68,1174707
rajawali,CGK,HLP,2016,139,2679095
country link,PKU,DPS,2017,168,3300612
mataram,BDO,UPG,2014,144,2776342
macan,BTO,PDG,2015,67,1151113
macan,CGK,BTH,2014,159,3102689
mataram,CGK,BTH,2017,101,1868798
macan,JOG,PDG,2016,121,2320189
rajawali,PKU,HLP,2017,76,1341948
water asia,PKU,PDG,2015,154,2982963
macan,PKU,UPG,2017,185,3492154
mataram,JOG,HLP,2016,149,2891422
rajawali,JOG,PDG,2017,177,3495898
country link,CGK,HLP,2014,117,2228157
country link,KNO,PDG,2017,60,1010706
country link,JOG,HLP,2014,155,3016878
water asia,BDO,BTH,2017,171,3370588
country link,JOG,DPS,2016,89,1637543
country link,BTO,HLP,2017,95,1772169
water asia,KNO,HLP,2016,84,1519070
water asia,CGK,HLP,2014,200,3973529
rajawali,PKU,PDG,2017,185,3676750
rajawali,CGK,SRG,2016,136,1566939
mataram,BDO,HLP,2015,75,1316526
country link,JOG,DPS,2017,65,1119482
macan,CGK,HLP,2017,145,2799248
rajawali,KNO,SRG,2016,96,1776421
macan,JOG,BTH,2016,92,1705685
macan,BDO,BTH,2016,86,1576500
country link,JOG,DPS,2016,169,3315317
mataram,CGK,UPG,2017,61,1031617
rajawali,BDO,UPG,2017,101,1872079
mataram,PKU,BTH,2015,190,3773909
country link,KNO,PDG,2017,123,2364413
rajawali,JOG,BTH,2014,103,1411172
rajawali,KNO,PDG,2016,160,3126494
mataram,PKU,SRG,2014,147,2836074
mataram,BTO,DPS,2015,192,3807652
macan,BDO,PDG,2014,139,2673752
country link,BTO,SRG,2014,164,3201812
macan,JOG,PDG,2017,190,3778821
country link,CGK,HLP,2017,90,1646424
rajawali,CGK,DPS,2016,97,1801260
rajawali,JOG,BTH,2014,166,3253346
rajawali,KNO,DPS,2014,94,1735362
country link,BDO,BTH,2017,124,2388080
rajawali,KNO,UPG,2016,65,1112172
mataram,BDO,UPG,2015,63,1088690
water asia,KNO,SRG,2014,190,3763617
mataram,CGK,BTH,2015,91,1675435
macan,KNO,BTH,2016,85,1547418
macan,BTO,DPS,2016,125,2401298
macan,JOG,PDG,2015,196,3895799
mataram,JOG,SRG,2015,109,2054653
water asia,CGK,PDG,2017,122,2332356
rajawali,PKU,DPS,2016,136,2623622
water asia,BDO,PDG,2014,193,3824142
mataram,KNO,HLP,2016,152,2947937
mataram,PKU,HLP,2017,147,2847287
mataram,PKU,PDG,2016,60,1002121
country link,KNO,DPS,2017,121,2310899
rajawali,JOG,PDG,2017,146,2832090
water asia,JOG,BTH,2017,102,1894807
mataram,CGK,SRG,2017,61,1023592
mataram,KNO,SRG,2017,114,2165480
rajawali,CGK,HLP,2015,125,2396337
water asia,PKU,UPG,2017,197,3917806
mataram,BDO,HLP,2016,160,3135861
country link,PKU,HLP,2017,68,1176205
rajawali,CGK,PDG,2017,65,1114854
country link,KNO,HLP,2016,86,1580628
country link,PKU,PDG,2016,65,1121169
rajawali,CGK,DPS,2017,150,2243320
water asia,BDO,UPG,2016,87,1604084
mataram,JOG,SRG,2014,124,2381354
mataram,BTO,SRG,2014,116,2217927
country link,BDO,PDG,2016,129,2465675
macan,BDO,PDG,2016,105,1965071
mataram,PKU,BTH,2017,107,2011820
rajawali,JOG,UPG,2015,64,1100876
mataram,CGK,DPS,2015,105,1962184
water asia,KNO,SRG,2014,180,3540154
country link,JOG,BTH,2014,124,2384849
rajawali,PKU,DPS,2016,114,1755272
country link,BDO,BTH,2015,187,3721107
water asia,BTO,HLP,2015,179,1981993
macan,JOG,UPG,2015,99,1844700
mataram,CGK,HLP,2016,88,1612474
mataram,PKU,BTH,2015,140,1044117
water asia,KNO,UPG,2014,89,1138915
water asia,BDO,HLP,2015,168,3292729
mataram,BTO,HLP,2017,104,1941675
macan,PKU,SRG,2015,179,3311029
country link,CGK,PDG,2015,106,2003946
country link,JOG,PDG,2017,111,2119444
rajawali,JOG,UPG,2015,188,3724622
water asia,BDO,UPG,2017,132,2539430
mataram,KNO,HLP,2014,87,1599737
country link,JOG,SRG,2016,118,2249682
macan,BTO,BTH,2016,101,1873393
mataram,PKU,SRG,2017,92,1703559
rajawali,BDO,BTH,2015,123,2367455
country link,BDO,SRG,2017,117,2235009
macan,JOG,DPS,2014,104,1394382
mataram,JOG,HLP,2014,140,2701426
country link,JOG,PDG,2015,77,1380157
water asia,KNO,BTH,2015,186,3685638
rajawali,JOG,DPS,2014,68,1174463
country link,JOG,HLP,2015,127,2435998
macan,PKU,DPS,2016,77,1377241
macan,BDO,UPG,2014,153,2974284
macan,BTO,DPS,2017,170,3346237
macan,KNO,DPS,2014,72,1262349
rajawali,BTO,DPS,2016,67,1156197
water asia,BDO,SRG,2016,127,2435038
macan,BDO,PDG,2017,73,1293701
water asia,BTO,SRG,2016,102,1901478
water asia,KNO,DPS,2015,135,2589856
water asia,PKU,PDG,2014,149,2890582
macan,BDO,UPG,2017,99,1837072
water asia,BTO,PDG,2016,146,2821791
mataram,CGK,UPG,2016,177,3484820
mataram,CGK,HLP,2015,148,2853751
water asia,JOG,SRG,2017,112,2141212
country link,BDO,BTH,2014,195,3870745
macan,KNO,BTH,2015,79,1419168
mataram,BTO,UPG,2017,179,3531028
country link,BDO,UPG,2017,103,1933170
mataram,JOG,DPS,2016,173,1674775
mataram,KNO,BTH,2017,163,3184858
water asia,CGK,HLP,2017,119,2284769
macan,JOG,HLP,2015,178,3509016
macan,PKU,HLP,2017,152,2958330
rajawali,BDO,SRG,2014,114,2174513
rajawali,JOG,UPG,2016,180,3562326
water asia,BTO,BTH,2016,80,1434794
country link,BTO,HLP,2014,114,2166828
macan,BDO,PDG,2014,69,1205934
mataram,JOG,DPS,2017,110,2089157
macan,CGK,PDG,2017,141,2720121
water asia,BTO,BTH,2015,189,1051760
rajawali,PKU,UPG,2014,180,3550957
water asia,PKU,SRG,2017,156,3032275
macan,CGK,SRG,2014,87,1597649
water asia,JOG,HLP,2017,110,3536125
country link,JOG,PDG,2017,163,3187806
macan,KNO,UPG,2014,89,1630040
mataram,BTO,BTH,2014,123,2363024
macan,KNO,PDG,2017,111,2108998
country link,BDO,PDG,2014,158,3085997
rajawali,CGK,BTH,2014,182,3596231
mataram,JOG,PDG,2017,72,1259262
rajawali,BTO,UPG,2017,96,1777886
country link,PKU,HLP,2017,143,2754323
water asia,CGK,BTH,2014,156,3030240
macan,BTO,PDG,2014,127,2436982
rajawali,BDO,BTH,2016,113,2158818
rajawali,BTO,DPS,2015,127,2431226
mataram,CGK,PDG,2015,69,1203483
water asia,PKU,UPG,2017,162,3527226
rajawali,CGK,HLP,2016,137,2636015
rajawali,PKU,UPG,2014,184,3639194
macan,CGK,PDG,2016,159,3114769
mataram,PKU,DPS,2015,123,2352419
country link,PKU,BTH,2017,118,2255541
water asia,KNO,HLP,2016,165,3229264
rajawali,CGK,SRG,2014,171,3359614
water asia,JOG,DPS,2014,88,1616346
country link,BTO,DPS,2016,81,1454144
rajawali,JOG,UPG,2014,152,2951906
country link,PKU,BTH,2014,199,3958745
water asia,BDO,PDG,2016,175,3447915
mataram,PKU,HLP,2015,142,2724527
country link,PKU,PDG,2017,171,3368677
country link,BTO,PDG,2014,66,1140499
rajawali,JOG,UPG,2014,112,2124649
water asia,JOG,SRG,2017,83,1499564
water asia,BDO,DPS,2017,146,2819694
mataram,PKU,BTH,2014,171,3823351
country link,KNO,PDG,2014,132,2539711
country link,KNO,PDG,2015,166,3254029
macan,JOG,PDG,2017,104,1949190
mataram,KNO,UPG,2014,145,2798016
mataram,KNO,DPS,2014,124,2380669
macan,PKU,SRG,2014,167,3288125
macan,BDO,DPS,2016,155,3008930
rajawali,BDO,SRG,2017,151,2939398
water asia,BDO,BTH,2016,170,3338756
country link,CGK,BTH,2016,141,2714754
mataram,PKU,UPG,2015,134,2582380
rajawali,PKU,DPS,2017,90,1648400
water asia,BDO,UPG,2015,164,3215983
water asia,JOG,SRG,2014,72,1263012
macan,CGK,BTH,2014,81,1451801
macan,PKU,PDG,2017,107,2009965
water asia,BTO,UPG,2016,179,3529425
mataram,BTO,UPG,2017,111,2120141
water asia,BTO,UPG,2014,108,2036820
rajawali,BDO,PDG,2016,194,3859071
country link,JOG,SRG,2017,72,1263379
rajawali,PKU,UPG,2016,129,2473646
water asia,CGK,PDG,2017,157,3059666
rajawali,BDO,SRG,2014,118,2250759
water asia,BTO,BTH,2016,122,2343217
macan,KNO,HLP,2017,63,1351197
mataram,KNO,PDG,2016,61,1038642
rajawali,CGK,SRG,2017,148,2861900
rajawali,JOG,PDG,2014,93,1714098
water asia,JOG,HLP,2016,111,3246954
country link,BDO,PDG,2016,125,2400517
mataram,JOG,UPG,2016,91,1681619
water asia,KNO,HLP,2016,135,2593078
mataram,KNO,HLP,2017,77,1385941
water asia,CGK,UPG,2016,103,1934212
macan,PKU,BTH,2016,65,1115661
country link,CGK,HLP,2014,147,2832795
rajawali,BTO,UPG,2017,96,1783000
rajawali,BDO,PDG,2016,111,2107226
macan,KNO,BTH,2015,134,2573112
rajawali,KNO,DPS,2016,168,3305945
rajawali,KNO,DPS,2014,149,2899978
mataram,CGK,PDG,2016,93,1714090
rajawali,BDO,SRG,2014,115,2202833
country link,PKU,SRG,2017,177,3493031
mataram,PKU,BTH,2016,67,1145778
macan,PKU,SRG,2015,146,2825165
country link,PKU,SRG,2017,67,1156498
water asia,BTO,PDG,2015,65,1120232
country link,BDO,PDG,2017,129,2466796
macan,KNO,BTH,2014,112,2141227
water asia,BTO,PDG,2014,113,2149494
macan,CGK,PDG,2014,119,2264698
rajawali,BTO,BTH,2017,137,2632231
rajawali,KNO,SRG,2015,146,2822728
macan,JOG,HLP,2016,75,1335731
rajawali,BTO,UPG,2015,135,2596790
country link,JOG,UPG,2015,159,3102227
mataram,KNO,PDG,2016,116,3147052
water asia,BDO,BTH,2017,175,1846188
mataram,BDO,HLP,2014,153,2960412
water asia,JOG,SRG,2014,194,3864641
water asia,CGK,PDG,2017,125,2388271
water asia,BTO,UPG,2014,75,1317661
macan,BDO,BTH,2016,161,3144374
macan,PKU,PDG,2015,141,2713230
rajawali,PKU,UPG,2014,64,2089287
country link,PKU,PDG,2015,152,2954118
mataram,BDO,HLP,2014,105,1973961
country link,KNO,UPG,2016,110,2097271
rajawali,BDO,UPG,2016,193,3838295
mataram,CGK,PDG,2016,119,2280394
mataram,BTO,UPG,2015,132,2529092
mataram,CGK,DPS,2014,104,1943898
macan,CGK,PDG,2017,167,3278388
macan,JOG,UPG,2015,65,1110247
country link,CGK,DPS,2017,119,2280059
water asia,KNO,PDG,2017,166,3262531
macan,BTO,BTH,2017,170,3354595
macan,BTO,BTH,2014,150,2916381
rajawali,KNO,PDG,2014,133,2545961
country link,BTO,SRG,2015,128,2445764
macan,BTO,DPS,2014,153,2974287
rajawali,PKU,SRG,2016,199,3963483
mataram,PKU,UPG,2015,83,1489357
water asia,CGK,BTH,2014,177,3484031
mataram,KNO,HLP,2015,128,2461449
country link,CGK,UPG,2017,68,1181050
water asia,KNO,BTH,2014,131,2604020
macan,BTO,SRG,2014,138,2656781
macan,BDO,BTH,2014,60,1008313
macan,BDO,DPS,2017,74,1310044
macan,KNO,DPS,2016,92,1688978
mataram,CGK,BTH,2014,108,2050302
mataram,KNO,BTH,2015,159,3092605
mataram,PKU,HLP,2016,173,3393758
macan,BDO,SRG,2014,189,3759678
country link,BDO,HLP,2017,150,2909599
country link,BDO,UPG,2015,134,1480744
rajawali,CGK,SRG,2017,116,2212438
rajawali,JOG,SRG,2017,136,2621501
rajawali,CGK,PDG,2017,174,3433575
rajawali,BDO,UPG,2015,130,2496042
rajawali,JOG,BTH,2016,151,1397269
rajawali,BTO,DPS,2015,87,1587294
macan,BDO,PDG,2015,158,3066926
water asia,KNO,DPS,2014,167,3282092
mataram,CGK,HLP,2017,137,2636672
mataram,CGK,HLP,2015,130,2485170
water asia,CGK,UPG,2015,99,1833641
country link,BDO,HLP,2015,176,3461201
macan,KNO,PDG,2015,187,3710975
macan,PKU,HLP,2016,76,1367727
macan,JOG,BTH,2015,137,2641114
country link,BDO,BTH,2017,76,1352290
water asia,BDO,SRG,2017,115,2193903
water asia,PKU,DPS,2015,143,2762779
macan,PKU,HLP,2015,64,1107702
mataram,JOG,BTH,2017,96,1781666
water asia,BDO,UPG,2016,108,2037601
macan,KNO,PDG,2017,127,2432521
rajawali,KNO,DPS,2017,129,2461550
country link,JOG,BTH,2017,124,2381925
rajawali,BDO,UPG,2016,158,2975827
mataram,BDO,PDG,2014,144,2770285
water asia,BDO,HLP,2017,112,2136737
macan,PKU,BTH,2015,121,2312588
water asia,PKU,HLP,2016,181,3568663
country link,BDO,DPS,2015,109,2075369
country link,BTO,UPG,2014,103,1933909
country link,BDO,HLP,2014,157,1896131
mataram,BTO,SRG,2014,193,3834174
rajawali,KNO,BTH,2016,168,2650375
country link,BDO,PDG,2015,187,3703288
country link,PKU,DPS,2015,109,2073698
country link,BDO,HLP,2017,155,3008705
macan,PKU,UPG,2017,163,3199458
country link,PKU,DPS,2015,171,3355721
mataram,JOG,HLP,2015,76,1343657
macan,JOG,SRG,2017,105,1975366
water asia,KNO,PDG,2015,119,2266053
rajawali,BTO,SRG,2016,167,3278436
water asia,BTO,PDG,2014,147,2846794
mataram,BDO,DPS,2014,200,3983357
water asia,PKU,HLP,2016,66,1132581
country link,CGK,BTH,2017,168,2872029
country link,BDO,PDG,2017,107,2020138
country link,PKU,BTH,2016,160,3125058
water asia,PKU,PDG,2016,86,1569290
country link,KNO,BTH,2017,174,3432983
water asia,PKU,BTH,2017,64,1103290
rajawali,KNO,DPS,2016,124,2385511
rajawali,JOG,SRG,2016,83,1497279
rajawali,CGK,DPS,2017,84,1519662
mataram,JOG,SRG,2015,107,2026577
rajawali,CGK,PDG,2017,104,1944148
rajawali,CGK,SRG,2017,108,2039936
mataram,BTO,PDG,2016,139,2684246
rajawali,CGK,BTH,2014,118,2255098
macan,JOG,BTH,2014,176,3466727
rajawali,JOG,SRG,2017,108,2047343
water asia,JOG,HLP,2015,138,2660087
macan,CGK,PDG,2014,68,1165731
macan,PKU,SRG,2014,128,2449754
country link,PKU,HLP,2017,178,3509357
mataram,BDO,SRG,2014,195,3872624
mataram,BDO,PDG,2017,160,3123284
water asia,BTO,UPG,2017,162,3165637
rajawali,CGK,SRG,2016,200,3971021
rajawali,KNO,HLP,2014,119,2272955
mataram,CGK,DPS,2016,156,3025185
macan,CGK,SRG,2016,94,1752091
water asia,CGK,DPS,2015,192,3807889
country link,KNO,UPG,2015,144,2765764
country link,JOG,BTH,2016,65,1126990
mataram,CGK,BTH,2015,124,2383586
rajawali,BDO,PDG,2017,106,1985494
water asia,CGK,PDG,2014,148,2863384
country link,PKU,UPG,2015,190,3779757
rajawali,PKU,DPS,2015,69,1197134
macan,JOG,PDG,2017,145,2808111
mataram,BTO,HLP,2014,83,1498221
macan,PKU,HLP,2015,189,3748072
macan,CGK,DPS,2016,114,2182597
mataram,BTO,UPG,2015,110,2088106
country link,CGK,BTH,2015,126,2418991
macan,KNO,UPG,2015,93,1712802
macan,KNO,HLP,2014,176,3465832
rajawali,KNO,SRG,2014,77,1376223
rajawali,BDO,SRG,2017,128,2454313
macan,CGK,PDG,2017,198,3951018
rajawali,JOG,BTH,2015,155,3010745
macan,JOG,PDG,2017,121,2308831
rajawali,KNO,DPS,2016,64,1104275
macan,BTO,UPG,2014,88,1624920
mataram,CGK,UPG,2016,125,2404693
water asia,PKU,HLP,2014,152,2959117
water asia,KNO,UPG,2016,122,2338539
country link,PKU,BTH,2017,159,3099629
country link,JOG,DPS,2014,118,2244440
mataram,CGK,UPG,2016,84,1523313
rajawali,PKU,BTH,2017,83,1489834
macan,BTO,PDG,2015,183,3617817
macan,BTO,HLP,2014,173,3409286
rajawali,KNO,DPS,2015,103,1913879
macan,KNO,SRG,2014,154,2978228
mataram,PKU,DPS,2014,131,2513003
country link,KNO,BTH,2015,123,2359922
water asia,KNO,BTH,2014,107,2017155
rajawali,BDO,BTH,2014,197,3912290
water asia,JOG,BTH,2014,200,3987926
macan,CGK,UPG,2015,72,1262854
rajawali,KNO,SRG,2017,123,2362041
rajawali,CGK,PDG,2016,137,2631188
rajawali,KNO,UPG,2014,97,1804654
macan,KNO,BTH,2017,95,1762558
rajawali,CGK,HLP,2015,110,2097835
water asia,BDO,DPS,2015,182,3587556
mataram,PKU,SRG,2015,93,1732503
macan,CGK,SRG,2017,146,2826380
water asia,CGK,DPS,2014,123,1975830
mataram,BDO,BTH,2016,197,3917130
water asia,CGK,DPS,2016,93,1727214
country link,BTO,HLP,2015,147,2843885
rajawali,CGK,BTH,2016,147,2845166
macan,KNO,UPG,2016,160,3127224
country link,CGK,PDG,2014,137,2631709
water asia,PKU,BTH,2014,137,2636773
macan,BTO,HLP,2017,88,1621960
country link,JOG,SRG,2017,137,2643303
macan,CGK,UPG,2016,101,1867062
mataram,KNO,DPS,2015,60,1016961
country link,JOG,UPG,2016,114,2172196
rajawali,CGK,HLP,2014,142,2731132
mataram,CGK,UPG,2016,199,3951922
mataram,JOG,PDG,2015,104,1949158
country link,BTO,UPG,2016,89,1629782
mataram,CGK,PDG,2014,140,2690046
mataram,PKU,SRG,2014,197,3909491
water asia,JOG,BTH,2016,69,1209287
rajawali,PKU,DPS,2017,139,1443072
country link,JOG,BTH,2016,166,3252283
water asia,JOG,SRG,2017,91,1674458
water asia,KNO,UPG,2015,163,3178573
mataram,BDO,SRG,2017,155,1475109
water asia,KNO,HLP,2015,83,1508369
country link,BTO,DPS,2016,64,1105425
mataram,BTO,BTH,2014,87,1589042
mataram,PKU,HLP,2014,108,2047740
country link,JOG,BTH,2017,149,2896066
mataram,KNO,BTH,2016,173,3406599
mataram,PKU,DPS,2014,81,2669647
country link,KNO,PDG,2017,102,1054108
macan,BDO,PDG,2016,105,1981349
mataram,KNO,BTH,2015,101,1887065
rajawali,BTO,HLP,2015,105,1963310
macan,PKU,BTH,2014,102,1895781
macan,PKU,UPG,2017,196,3886285
rajawali,BTO,DPS,2017,103,1915517
country link,PKU,DPS,2016,195,3869750
mataram,CGK,DPS,2017,90,1658814
mataram,KNO,HLP,2014,156,3028261
country link,CGK,HLP,2014,107,2026573
mataram,BTO,PDG,2014,105,1959365
country link,JOG,PDG,2017,193,3361000
country link,CGK,PDG,2017,199,3955581
country link,JOG,BTH,2016,85,1548825
country link,JOG,HLP,2017,150,2914957
water asia,JOG,SRG,2014,124,2380558
